N,A,B,C,seed,Z_est,Z_std,rel_error,time_seconds
100000,20,50,100,42,2.63076636250251,14.867574774002021,1.618884294268679,3.247422933578491
100000,20,50,100,77,0.17450629550330288,1.0089357532108296,0.826281876240094,2.1625001430511475
100000,20,50,100,101,0.384651465544109,2.0947406487354194,0.6170858437909132,1.104740858078003
100000,20,100,50,11,3.3445966242637706,18.943334895341902,2.3294904841402744,1.9046452045440674
100000,20,100,50,23,0.2128101200942338,1.4006118177971267,0.7881510539590196,1.0445659160614014
100000,20,100,50,42,0.6421574265415185,5.946767673185444,0.36074292921328505,1.1094789505004883
100000,20,100,50,77,0.9766428746984136,8.966410146712628,0.02776821153206899,1.1523809432983398
100000,20,100,50,101,0.32514362914199585,3.1573239623873306,0.6763249082554437,1.713822841644287
100000,20,200,25,11,0.07421237357094972,0.867294034424607,0.9261228125934826,1.0438010692596436
100000,20,200,25,23,0.3384434070247547,2.8658250680126023,0.6630851998910389,1.0212671756744385
100000,20,200,25,42,0.08899044940229396,0.7044569818172809,0.9114114831322818,0.9885208606719971
100000,20,200,25,77,0.10150686776218448,0.6342204261010738,0.8989515961843462,1.055558204650879
100000,20,200,25,101,0.06358326787190854,0.4559848090504948,0.9367039110802601,1.0522687435150146
100000,50,5,400,11,0.4919052556899066,0.6307780673205656,0.5103164740296142,2.3787169456481934
100000,50,5,400,23,0.31628762241469294,0.6518770827984854,0.6851409161148452,2.1070210933685303
100000,50,5,400,42,0.2536677738148833,0.4781099013837933,0.7474779371232501,2.223583936691284
100000,50,5,400,77,0.6004621270354397,0.7343839409649493,0.402249908539806,2.1379001140594482
100000,50,5,400,101,0.27066987862028874,0.5088290793928884,0.7305526236940367,2.2068748474121094
100000,50,10,200,11,2.0431369578288843,5.345413553849136,1.033908965145835,1.5481510162353516
100000,50,10,200,23,0.39155804592124493,0.7325602419365915,0.6102104575405054,2.7240219116210938
100000,50,10,200,42,0.20378999121308666,0.23742794013420054,0.7971304427013345,4.277864933013916
100000,50,10,200,77,0.45678461621661715,0.8244075977166261,0.5452784883050962,2.6844568252563477
100000,50,10,200,101,0.16234247755892986,0.19007104741586056,0.8383907553206975,1.8112010955810547
100000,50,20,100,11,0.6764227266685966,1.961751997469022,0.3266323910749437,1.7012548446655273
100000,50,20,100,23,0.9484588155002982,2.4381556163009894,0.05582497515606134,1.3275330066680908
100000,50,20,100,42,0.157779477994841,0.29815391701599,0.84293314572962,1.5268189907073975
100000,50,20,100,77,2.375905781769471,8.409112129558185,1.365174811882322,1.5869498252868652
100000,50,20,100,101,0.2493959368146729,0.3614147810345528,0.7517304800274724,1.5126771926879883
100000,50,25,80,11,0.9800986147305332,3.7278260982857523,0.024328079628229186,1.197948932647705
100000,50,25,80,23,0.10706972502829813,0.2656072914494701,0.8934138640112673,1.3164088726043701
100000,50,25,80,42,1.3915367295417849,6.040576165405519,0.385251741788418,1.3512938022613525
100000,50,25,80,77,0.31330511241089587,0.7273784007562406,0.6881099553719129,1.6317329406738281
100000,50,25,80,101,0.32980435870484337,0.8109178104573249,0.6716852292531759,1.4723000526428223
100000,50,50,40,11,1.2660544116405512,8.591091194861214,0.26033617488594024,1.2645759582519531
100000,50,50,40,23,0.47662446478940945,2.205841391390723,0.5255282480068549,1.1422679424285889
100000,50,50,40,42,0.2047702639242727,0.518489097631259,0.796154597470828,1.316776990890503
100000,50,50,40,77,2.182462764422993,13.534106272799676,1.1726054955091538,1.3380029201507568
100000,50,50,40,101,0.4357400352077076,2.1090591617213277,0.5662280197683431,1.289367914199829
100000,50,100,20,11,0.5560640817935326,4.214902148668368,0.44644742643328245,1.1274640560150146
100000,50,100,20,23,0.02622773540043287,0.10599063685968928,0.9738907242796393,1.185547113418579
100000,50,100,20,42,0.19509513991805558,0.9096644422995683,0.8057860229999582,1.1555697917938232
100000,50,100,20,77,0.25207480345203825,0.924373255114875,0.7490637127071077,1.2995967864990234
100000,50,100,20,101,2.1746549781658677,17.55865359881481,1.1648329737477225,1.1475129127502441
100000,50,200,10,11,0.2519114553938119,3.1291037539362816,0.7492263229906684,3.4723169803619385
100000,50,200,10,23,0.3985219581189609,4.987080081794869,0.6032779984133041,2.439743995666504
100000,50,200,10,42,3.8545197380598575,44.74832929536253,2.837110489109027,1.5308730602264404
100000,50,200,10,77,0.10318539212824732,0.5437318108508752,0.8972806530088192,1.3359451293945312
100000,50,200,10,101,0.2938085059620524,2.7068679899686385,0.7075185038269128,1.320746898651123
100000,100,5,200,11,2.7902828462022318,3.0339923987470763,1.777680308917725,2.164979934692383
100000,100,5,200,23,0.10877465166940159,0.1955951408879541,0.8917166378087023,2.2917559146881104
100000,100,5,200,42,0.21763640339735585,0.23715840962261983,0.7833465689532838,2.3044819831848145
100000,100,5,200,77,1.1404025720582112,1.5240115674757946,0.13525185196068698,2.3093819618225098
100000,100,5,200,101,0.5626095862650093,0.8433292783865415,0.43993148526011433,2.128361225128174
100000,100,10,100,11,1.1279516723356857,1.561367459132097,0.1228571877299119,1.578406810760498
100000,100,10,100,23,1.1364962743422657,1.6164689561137213,0.1313631973531012,1.601330280303955
100000,100,10,100,42,1.1089600254814282,2.793624585906782,0.10395131817880515,1.5738821029663086
100000,100,10,100,77,0.7418578806297248,1.077668625272123,0.26149278025871026,1.5485386848449707
100000,100,10,100,101,0.2739618954042792,0.38025752555820225,0.727275475569085,2.17216420173645
100000,100,20,50,11,0.3352136771676088,0.7187756526550271,0.6663003424130696,1.340350866317749
100000,100,20,50,23,0.5910672324185864,0.9354931115058759,0.41160237035818725,1.4730689525604248
100000,100,20,50,42,1.3001476233002474,3.7209896047484396,0.2942754018083275,1.3951678276062012
100000,100,20,50,77,0.5839298219945355,1.4242476897845349,0.41870754409300565,1.3563599586486816
100000,100,20,50,101,0.9955884777787798,2.3064409839071307,0.008908177794439058,1.6072807312011719
100000,100,25,40,11,0.5297697460234914,1.0269795473444514,0.47262300171731625,1.4462637901306152
100000,100,25,40,23,0.12222477464943501,0.36689233951356354,0.8783272633927679,1.2831759452819824
100000,100,25,40,42,0.18597673648351326,0.529967904837189,0.8148632424307299,1.6541130542755127
100000,100,25,40,77,0.37811784867638143,0.9167342511753569,0.6235899510516524,1.3337650299072266
100000,100,25,40,101,0.7119181450896326,1.878556273962872,0.29129729057102827,1.880579948425293
100000,100,50,20,11,2.2403056645949175,11.977819747066306,1.230187143562121,1.0889718532562256
100000,100,50,20,23,0.8264715766385992,3.1383890875073757,0.17726124882508074,1.0687627792358398
100000,100,50,20,42,1.4431151713430388,7.808550887874574,0.43659722540166535,1.2216310501098633
100000,100,50,20,77,2.3763814138892183,15.93877426585335,1.3656482957712794,1.151210069656372
100000,100,50,20,101,0.4771645307912829,2.5971990438776964,0.5249906212565915,1.1812973022460938
100000,100,100,10,11,1.8094589717848262,10.914959518097154,0.801286404552891,1.1146597862243652
100000,100,100,10,23,0.02192350635367219,0.08987493669083682,0.9781755129291239,1.1318862438201904
100000,100,100,10,42,0.38389194500265683,2.668901011750759,0.6178419338966464,1.1248769760131836
100000,100,100,10,77,0.21658934191934745,0.871059176161978,0.7843889012937664,1.157038927078247
100000,100,100,10,101,0.949966991301085,6.532022083541738,0.054323611152790684,1.3180363178253174
100000,100,200,5,11,0.37785777306846,3.499784211409973,0.6238488520071366,1.2749700546264648
100000,100,200,5,23,0.643390431077638,6.98669611445879,0.35951549364149454,1.3662669658660889
100000,100,200,5,42,1.301329616753578,13.915468769557606,0.2954520566929944,1.1199040412902832
100000,100,200,5,77,2.619910798357482,30.332116802193134,1.608077760153731,1.3040478229522705
100000,100,200,5,101,0.4386369695119549,3.035388735521406,0.5633441697012833,1.1970150470733643
100000,200,5,100,11,1.730628131847975,2.124564084319451,0.7228116104559178,2.7069649696350098
100000,200,5,100,23,0.35577030028473644,0.747659172301343,0.6458365649404721,2.1896231174468994
100000,200,5,100,42,0.25903352913890526,0.38910320924314173,0.7421364166654614,3.4728238582611084
100000,200,5,100,77,2.247340219093188,3.352481104056123,1.2371899259282346,4.481427907943726
100000,200,5,100,101,0.49113746799825275,0.6627990151179713,0.511080793946299,2.345893144607544
100000,200,10,50,11,1.7377523620747783,3.5387999564759665,0.7299036635229114,1.7056028842926025
100000,200,10,50,23,0.7117876429921609,1.0486460502998975,0.2914272032452623,1.857034683227539
100000,200,10,50,42,0.7988673356759045,1.3393358970707483,0.20474081300942784,2.7676849365234375
100000,200,10,50,77,1.3349553906253153,2.013309872954197,0.3289259570478531,3.628170967102051
100000,200,10,50,101,0.21459765532913372,0.2391442091179582,0.7863715922710276,2.68208909034729
100000,200,20,25,11,0.7883350489270582,1.4060644669411042,0.2152255298365997,1.6662230491638184
100000,200,20,25,23,0.47291915636919557,0.7146526440289375,0.5292168211030568,1.785768985748291
100000,200,20,25,42,1.1509182090634602,3.873927360611398,0.14571999424416998,1.7331321239471436
100000,200,20,25,77,0.4729939335739758,0.9167166169542204,0.5291423816355467,1.6615560054779053
100000,200,20,25,101,1.1764792670348128,2.5577984732003967,0.1711656036377721,1.7202811241149902
100000,200,25,20,11,1.4506341610601658,4.724147888928318,0.44408225499593934,1.5972840785980225
100000,200,25,20,23,0.10209293153811333,0.23261700771051624,0.8983681794126795,1.588831901550293
100000,200,25,20,42,0.22567782107796433,0.8589778585129944,0.7753414709835169,1.5813238620758057
100000,200,25,20,77,0.36800973857417074,0.765951752439251,0.6336524070601885,1.6334059238433838
100000,200,25,20,101,0.9775625060476679,2.8832487250158008,0.026852733771897133,1.568969964981079
100000,200,50,10,11,2.345333813536192,13.162345628667007,1.334740924406714,1.4286859035491943
100000,200,50,10,23,0.8361505402834036,3.007972757552252,0.16762600099940014,1.8394930362701416
100000,200,50,10,42,1.043761194702524,5.844255035557239,0.03904696317210295,1.4582581520080566
100000,200,50,10,77,1.0338225786624535,6.34360374170276,0.0291532356921194,2.7280261516571045
100000,200,50,10,101,0.5450822667373721,2.873649857654717,0.4573796412369505,2.941434144973755
100000,200,100,5,11,1.6250213385605563,9.331299204871488,0.6176817987589903,2.139345169067383
100000,200,100,5,23,0.014872081350340398,0.0703068711740175,0.9851950896033036,1.128800868988037
100000,200,100,5,42,0.8691856839450882,7.893756290799167,0.13474006322566418,1.079110860824585
100000,200,100,5,77,0.20731567511147703,0.7284889602105346,0.7936206828383312,1.127302885055542
100000,200,100,5,101,0.8169784874718803,5.251938050280494,0.18671146168973168,1.0828628540039062
100000,500,5,40,11,1.8569422012869978,1.700801670129305,0.8485551722233511,2.2557308673858643
100000,500,5,40,23,0.21522364268869304,0.41372318994604057,0.7857484322338129,2.292375087738037
100000,500,5,40,42,0.3019799076213436,0.4623131927394332,0.6993840089615754,2.1723270416259766
100000,500,5,40,77,0.9919678888216115,1.3595704726385,0.012512414069875962,3.1257741451263428
100000,500,5,40,101,0.21011388813980095,0.4615572874523058,0.7908351081645983,3.1034600734710693
100000,500,10,20,11,0.7303096149511329,1.022924457305825,0.27298888726493536,1.9162628650665283
100000,500,10,20,23,0.6656111526484112,1.0945482812596052,0.3373951337499918,3.120945930480957
100000,500,10,20,42,0.7159850503800883,1.0696545789584182,0.2872487537859824,1.6790099143981934
100000,500,10,20,77,1.531327050519904,2.375467171579125,0.5244106885191063,2.150299072265625
100000,500,10,20,101,0.22861601924412658,0.3812405904165392,0.7724165434260991,2.8830080032348633
100000,500,20,10,11,1.1134966442314984,2.32729324546744,0.10846744692478087,2.499011993408203
100000,500,20,10,23,0.4176463075844074,0.5869184899635025,0.5842400256130434,2.093750238418579
100000,500,20,10,42,0.8816545834385525,2.5208798377420343,0.12232748052136588,1.3554341793060303
100000,500,20,10,77,0.6030166771548027,1.4938757521416457,0.39970689625187406,1.7963862419128418
100000,500,20,10,101,1.2151239125515114,2.940612242074451,0.20963570749944335,1.5550599098205566
100000,500,25,8,11,1.2628540894763045,3.2966501637257237,0.25715030723459437,3.017646074295044
100000,500,25,8,23,0.060250785714373485,0.1425705431910966,0.9400213418136367,3.222836971282959
100000,500,25,8,42,0.1971584028948971,0.7588365325677138,0.803732078916586,1.977757215499878
100000,500,25,8,77,0.4293612435962411,1.1111401959455094,0.5725780010535652,1.6151559352874756
100000,500,25,8,101,0.9525769776523998,2.934643669107917,0.05172541301511495,1.2889249324798584
100000,500,50,4,11,2.2501641736608,12.732753265387858,1.2400011258775192,1.2666916847229004
100000,500,50,4,23,1.121130364594954,4.299694044319248,0.11606668897517548,1.3338947296142578
100000,500,50,4,42,0.9176187928087761,4.562212367769777,0.08652570640035473,1.1984021663665771
100000,500,50,4,77,1.3218257190607512,8.773062925841808,0.3158555867027517,1.2612531185150146
100000,500,50,4,101,0.46853459083943344,2.4521998037130133,0.5335815833893448,1.3569681644439697
100000,500,100,2,11,2.119445580636767,10.549023783165994,1.1098729339107147,1.1591379642486572
100000,500,100,2,23,0.014007219306479898,0.06826618100321799,0.9860560454280621,1.184587001800537
100000,500,100,2,42,0.8353325506649703,7.584228424057229,0.16844029610181743,1.2826073169708252
100000,500,100,2,77,0.19588293297694925,0.7051102191763542,0.8050017880718865,1.166414737701416
100000,500,100,2,101,0.8990798736052925,5.558049763793043,0.10498089308159803,1.1665370464324951
100000,500,200,1,11,0.07985781423905339,0.7267726084715579,0.9205028700130026,1.122969150543213
100000,500,200,1,23,0.3864066651416212,4.0890763614655325,0.6153385716937976,1.4497640132904053
100000,500,200,1,42,0.8717951845371311,8.924432594317736,0.13214234865328947,1.042722225189209
100000,500,200,1,77,0.3969801987468592,4.076620539020632,0.6048127943049841,2.430535078048706
100000,500,200,1,101,0.4058461338863828,2.4461325542951275,0.5959869028758356,1.7322678565979004
